randid,start_date,duration,event_observed,NOAAClimRegion,TempZone,HumidZone,bin_PlantSize_kW,plant_age_months,active_snow_tickets,snow_bin_ticket_minutes,snow_affected_assets,snow_production_level,snow_value_mm,total_daily_snow_mm,low_irradiation,cumulative_snow_mm,hurr_bin_ticket_minutes,hurr_affected_assets,hurr_production_level,HurricanePrep,HurricanePostInspection,hurricane,nearest_hurricane,wind_speed_mean,rain_value_mm,nearest_rain,storm_active_tickets,storm_bin_ticket_minutes,storm_affected_assets,storm_production_level,lightning,storm,duration_minutes_storm,nearest_storm,flood,duration_minutes_flood,nearest_flood,rain,weather_onset
C2S1,2018-10-13,1,1,West,T6,H4,large,25.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,2.67779166666667,0.017804904367364,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2018-11-22,3,1,West,T6,H4,large,27.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.93052083333333,1.13632968989597,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2018-11-29,3,1,West,T6,H4,large,27.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.71560416666667,8.01546394538171,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2018-11-30,2,1,West,T6,H4,large,27.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,7.6846875,0.23905913470753,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2018-12-05,2,1,West,T6,H4,large,27.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.67260416666667,0.396305664466594,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2018-12-06,1,1,West,T6,H4,large,27.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.237375,12.7772880502859,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-12,6,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.913125,2.96531312763579,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-13,5,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.73427083333333,3.63322184617498,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-14,4,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.20139583333333,0.0383490234829924,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-15,3,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.14485416666667,19.257176186001,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-16,2,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.93841666666667,5.18564237223536,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-01-17,1,1,West,T6,H4,large,28.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.48370833333333,9.45348454967507,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-01,6,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.06041666666667,13.409354560846,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-02,5,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.573125,6.78446831021775,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-03,4,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.73039583333333,32.1538541241571,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-04,3,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,6.91416666666667,3.67019438525105,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-05,2,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,6.96725,6.4307120834825,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-06,1,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,5.44491666666667,1.31741470143118,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-09,5,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.37925,1.65780670162035,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-10,4,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.959125,0.302633554990246,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-11,3,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,3.108125,6.50073366241238,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-16,8,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,6.55797916666667,3.19438893730733,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-17,7,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,6.1249375,1.67726659767703,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-18,6,1,West,T6,H4,large,29.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.92639583333333,2.89561754657643,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-19,5,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,3.12816666666667,0.323234601943371,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-21,3,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.7645625,2.94308170644405,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-22,2,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,1.83670833333333,1.58176526114151,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-02-28,1,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,5.0295625,2.7286882887295,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-02,6,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.119,15.6518911200302,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-03,5,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,5.981125,0.114590530122322,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-06,2,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.10027083333333,28.2331643076653,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-07,1,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.5843125,9.78190512211661,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-12,4,1,West,T6,H4,large,30.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,3.98822916666667,0.621815799401501,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-22,3,1,West,T6,H4,large,31.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.97483333333333,0.0283052315374121,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S1,2019-03-24,1,1,West,T6,H4,large,31.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,3.6810625,0.0344418562339227,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S10,2018-10-25,3,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,0.0,0.148210336123489,0,No,,,Unknown,0,0.0,0,236,0.0,0,1121,1.0,1
C2S10,2018-10-27,1,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,4.1322427134097,0,No,,,Unknown,0,1.0,389,0,0.0,0,1123,1.0,1
C2S10,2018-10-29,23,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,2.18019536356525,0,No,,,Unknown,0,0.0,0,2,1.0,30,0,1.0,1
C2S10,2018-10-30,22,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,7.27454315888296,0,No,,,Unknown,0,0.0,0,3,0.0,0,1,1.0,1
C2S10,2018-11-02,19,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,3.1575411678065,0,No,,,Unknown,0,0.0,0,6,0.0,0,4,1.0,1
C2S10,2018-11-03,18,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,32.8391562172639,0,No,,,Unknown,0,1.0,245,0,0.0,0,5,1.0,1
C2S10,2018-11-04,17,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,6.10978505641305,0,No,,,Unknown,0,0.0,0,1,0.0,0,6,1.0,1
C2S10,2018-11-06,15,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,11.1330707964598,0,No,,,Unknown,0,0.0,0,3,0.0,0,8,1.0,1
C2S10,2018-11-07,14,1,Northeast,T4,H4,small,99.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,20.3887875323348,0,No,,,Unknown,0,0.0,0,4,0.0,0,9,1.0,1
C2S10,2018-11-10,11,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,42.0760963862043,0,No,,,Unknown,0,0.0,0,7,0.0,0,12,1.0,1
C2S10,2018-11-13,8,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,22.461973903093,0,No,,,Unknown,0,0.0,0,10,0.0,0,15,1.0,1
C2S10,2018-11-14,7,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,18.549515964245,0,No,,,Unknown,0,0.0,0,11,0.0,0,16,1.0,1
C2S10,2018-11-16,5,1,Northeast,T4,H4,small,100.0,No,,,Unknown,86.0837850319265,172.206653864178,1,0.0,,,Unknown,No,No,0.0,354,0.0,28.8155245686835,0,No,,,Unknown,0,0.0,0,13,0.0,0,18,1.0,1
C2S10,2018-11-17,4,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,86.3247850319265,1,0.0,,,Unknown,No,No,0.0,354,0.0,4.25083221734255,0,No,,,Unknown,0,0.0,0,14,0.0,0,19,1.0,1
C2S10,2018-11-20,1,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,1.23422832050388,0,No,,,Unknown,0,0.0,0,17,0.0,0,22,1.0,1
C2S10,2018-11-25,8,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,35.1379028645238,0,No,,,Unknown,0,0.0,0,22,0.0,0,27,1.0,1
C2S10,2018-11-26,7,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.293580461324996,0,No,,,Unknown,0,0.0,0,23,0.0,0,28,1.0,1
C2S10,2018-11-27,6,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,31.5361464232018,0,No,,,Unknown,0,0.0,0,24,0.0,0,29,1.0,1
C2S10,2018-11-28,5,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.237725057863536,0,No,,,Unknown,0,0.0,0,25,0.0,0,30,1.0,1
C2S10,2018-12-02,1,1,Northeast,T4,H4,small,100.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,12.507059539216,0,No,,,Unknown,0,0.0,0,29,0.0,0,34,1.0,1
C2S10,2018-12-15,3,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.346235934438374,0,No,,,Unknown,0,0.0,0,42,0.0,0,47,1.0,1
C2S10,2018-12-16,2,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.621797304438409,0,No,,,Unknown,0,0.0,0,43,0.0,0,48,1.0,1
C2S10,2018-12-17,1,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,16.1005591180466,0,No,,,Unknown,0,0.0,0,44,0.0,0,49,1.0,1
C2S10,2018-12-20,9,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.0429497549188314,0,No,,,Unknown,0,0.0,0,47,0.0,0,52,1.0,1
C2S10,2018-12-21,8,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,10.0865219416888,0,No,,,Unknown,0,0.0,0,48,0.0,0,53,1.0,1
C2S10,2018-12-22,7,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,27.4846814561472,0,No,,,Unknown,0,0.0,0,49,0.0,0,54,1.0,1
C2S10,2018-12-23,6,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.328042015495977,0,No,,,Unknown,0,0.0,0,50,0.0,0,55,1.0,1
C2S10,2018-12-25,4,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.0711264040884799,0,No,,,Unknown,0,0.0,0,52,0.0,0,57,1.0,1
C2S10,2018-12-28,1,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.0041023463082999,0,No,,,Unknown,0,0.0,0,55,0.0,0,60,1.0,1
C2S10,2019-01-05,5,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,6.69878828863097,0,No,,,Unknown,0,0.0,0,63,0.0,0,68,1.0,1
C2S10,2019-01-06,4,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,32.3558814648499,0,No,,,Unknown,0,0.0,0,64,0.0,0,69,1.0,1
C2S10,2019-01-07,3,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,0.0,0.276693892154703,0,No,,,Unknown,0,0.0,0,65,0.0,0,70,1.0,1
C2S10,2019-01-09,1,1,Northeast,T4,H4,small,101.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,2.92956907095044,0,No,,,Unknown,0,0.0,0,67,0.0,0,72,1.0,1
C2S10,2019-01-20,5,1,Northeast,T4,H4,small,102.0,No,,,Unknown,68.8709216804014,82.9915892934896,1,0.0,,,Unknown,No,No,0.0,354,0.0,28.1026350474789,0,No,,,Unknown,0,0.0,0,78,0.0,0,83,1.0,1
C2S10,2019-01-21,4,1,Northeast,T4,H4,small,102.0,No,,,Unknown,6.11634932919656,81.931021009598,1,0.0,,,Unknown,No,No,0.0,354,0.0,19.7892009055171,0,No,,,Unknown,0,0.0,0,79,0.0,0,84,1.0,1
C2S10,2019-01-24,1,1,Northeast,T4,H4,small,102.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.887486520223673,0,No,,,Unknown,0,0.0,0,82,0.0,0,87,1.0,1
C2S10,2019-02-07,1,1,Northeast,T4,H4,small,102.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,12.2345984286793,0,No,,,Unknown,0,0.0,0,96,0.0,0,101,1.0,1
C2S10,2019-02-13,29,1,Northeast,T4,H4,small,103.0,No,,,Unknown,35.6416709545016,95.2480403530264,1,0.0,,,Unknown,No,No,0.0,354,0.0,29.087747711298,0,No,,,Unknown,0,0.0,0,102,0.0,0,107,1.0,1
C2S10,2019-02-16,26,1,Northeast,T4,H4,small,103.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,0.0,2.9473125467426,0,No,,,Unknown,0,0.0,0,105,0.0,0,110,1.0,1
C2S10,2019-02-18,24,1,Northeast,T4,H4,small,103.0,No,,,Unknown,72.0982110533791,75.1619454283791,1,0.0,,,Unknown,No,No,0.0,354,0.0,10.5566719948918,0,No,,,Unknown,0,0.0,0,107,0.0,0,112,1.0,1
C2S10,2019-02-19,23,1,Northeast,T4,H4,small,103.0,No,,,Unknown,4.53995809823715,80.6480597766163,0,0.0,,,Unknown,No,No,0.0,354,0.0,1.22624514210578,0,No,,,Unknown,0,0.0,0,108,0.0,0,113,1.0,1
C2S10,2019-02-21,21,1,Northeast,T4,H4,small,103.0,No,,,Unknown,13.9167410967721,44.4469683483172,0,0.0,,,Unknown,No,No,0.0,354,0.0,9.97138038488726,0,No,,,Unknown,0,0.0,0,110,0.0,0,115,1.0,1
C2S10,2019-02-24,18,1,Northeast,T4,H4,small,103.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,1.43676779848463,0,No,,,Unknown,0,0.0,0,113,0.0,0,118,1.0,1
C2S10,2019-02-25,17,1,Northeast,T4,H4,small,103.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,0.0,13.858182813469,0,No,,,Unknown,0,1.0,840,0,0.0,0,119,1.0,1
C2S10,2019-02-28,14,1,Northeast,T4,H4,small,103.0,No,,,Unknown,53.975019729588,112.412972173667,0,0.0,,,Unknown,No,No,0.0,354,0.0,8.0532402472519,0,No,,,Unknown,0,0.0,0,3,0.0,0,122,1.0,1
C2S10,2019-03-02,12,1,Northeast,T4,H4,small,103.0,No,,,Unknown,60.4303968932432,75.0250023735501,1,0.0,,,Unknown,No,No,0.0,354,0.0,3.23456734044596,0,No,,,Unknown,0,0.0,0,5,0.0,0,124,1.0,1
C2S10,2019-03-03,11,1,Northeast,T4,H4,small,103.0,No,,,Unknown,48.666700065217,110.89125945846,0,0.0,,,Unknown,No,No,0.0,354,0.0,5.61047856498986,0,No,,,Unknown,0,0.0,0,6,0.0,0,125,1.0,1
C2S10,2019-03-04,10,1,Northeast,T4,H4,small,103.0,No,,,Unknown,244.266209987321,286.856628802538,1,0.0,,,Unknown,No,No,0.0,354,0.0,36.6846034972257,0,No,,,Unknown,0,0.0,0,7,0.0,0,126,1.0,1
C2S10,2019-03-05,9,1,Northeast,T4,H4,small,103.0,No,,,Unknown,0.0,241.993121752027,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.0191442832814808,0,No,,,Unknown,0,0.0,0,8,0.0,0,127,1.0,1
C2S10,2019-03-10,4,1,Northeast,T4,H4,small,104.0,No,,,Unknown,12.1787665714215,12.2256207380881,1,0.0,,,Unknown,No,No,0.0,354,0.0,0.538081632146579,0,No,,,Unknown,0,0.0,0,13,0.0,0,132,1.0,1
C2S10,2019-03-11,3,1,Northeast,T4,H4,small,104.0,No,,,Unknown,11.5642990470811,25.4414614518359,0,0.0,,,Unknown,No,No,0.0,354,0.0,14.3365605423787,0,No,,,Unknown,0,0.0,0,14,0.0,0,133,1.0,1
C2S10,2019-03-22,1,1,Northeast,T4,H4,small,104.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.0,18.53473348088,0,No,,,Unknown,0,0.0,0,25,0.0,0,144,1.0,1
C2S101,2018-10-13,1,1,West,T5,H4,large,38.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,4.62254166666667,1.23369793097214,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S101,2018-12-05,10,1,West,T5,H4,large,40.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.542875,0.910349554062413,0,No,,,Unknown,0,0.0,0,2420,0.0,0,2255,1.0,1
C2S101,2018-12-06,9,1,West,T5,H4,large,40.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,2.83452083333333,6.78995968874225,0,No,,,Unknown,0,0.0,0,2420,1.0,180,0,1.0,1
C2S101,2018-12-07,8,1,West,T5,H4,large,40.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.8210625,30.5365049037822,0,No,,,Unknown,0,0.0,0,2420,0.0,0,1,1.0,1
C2S101,2019-01-12,6,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.18802083333333,0.57093111030143,0,No,,,Unknown,0,0.0,0,2420,0.0,0,37,1.0,1
C2S101,2019-01-13,5,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.00454166666667,0.160745401894494,0,No,,,Unknown,0,0.0,0,2420,0.0,0,38,1.0,1
C2S101,2019-01-14,4,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.07139583333333,0.0015233015659512,0,No,,,Unknown,0,0.0,0,2420,0.0,0,39,1.0,1
C2S101,2019-01-15,3,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,2.95472916666667,10.5259047569235,0,No,,,Unknown,0,0.0,0,2420,0.0,0,40,1.0,1
C2S101,2019-01-16,2,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,3.90314583333333,2.1530028169328,0,No,,,Unknown,0,0.0,0,2420,0.0,0,41,1.0,1
C2S101,2019-01-17,1,1,West,T5,H4,large,41.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,6.037375,8.9785345512899,0,No,,,Unknown,0,0.0,0,2420,0.0,0,42,1.0,1
C2S101,2019-02-14,1,1,West,T5,H4,large,42.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,6.42947916666667,0.732753267443401,0,No,,,Unknown,0,0.0,0,2420,0.0,0,70,1.0,1
C2S101,2019-03-02,1,1,West,T5,H4,large,43.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,7.961375,9.14872832772283,0,No,,,Unknown,0,0.0,0,2420,0.0,0,86,1.0,1
C2S101,2019-03-06,3,1,West,T5,H4,large,43.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.51341666666667,18.3422697762764,0,No,,,Unknown,0,0.0,0,2420,0.0,0,90,1.0,1
C2S101,2019-03-07,2,1,West,T5,H4,large,43.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,9.46591666666667,0.637540334754886,0,No,,,Unknown,0,0.0,0,2420,0.0,0,91,1.0,1
C2S101,2019-03-20,2,1,West,T5,H4,large,43.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,9.00933333333333,0.376765927287068,0,No,,,Unknown,0,0.0,0,2420,0.0,0,104,1.0,1
C2S101,2019-03-21,1,1,West,T5,H4,large,43.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,9.65745833333333,3.09182286528094,0,No,,,Unknown,0,0.0,0,2420,0.0,0,105,1.0,1
C2S104,2018-12-05,3,1,West,T5,H4,small,59.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,2.5515625,0.0002616840022744,0,No,,,Unknown,0,0.0,0,179,0.0,0,772,1.0,1
C2S104,2018-12-06,2,1,West,T5,H4,small,59.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.788770833333333,3.44554487725227,0,No,,,Unknown,0,0.0,0,180,1.0,180,0,1.0,1
C2S104,2018-12-07,1,1,West,T5,H4,small,59.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,0.913739130434783,24.8952294134366,0,No,,,Unknown,0,0.0,0,181,0.0,0,1,1.0,1
C2S104,2019-01-13,5,1,West,T5,H4,small,60.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,1.1560625,1.61418786837941,0,No,,,Unknown,0,0.0,0,30,0.0,0,38,1.0,1
C2S104,2019-01-15,3,1,West,T5,H4,small,60.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,1.27889583333333,8.93360682212427,0,No,,,Unknown,0,0.0,0,32,0.0,0,40,1.0,1
C2S104,2019-01-16,2,1,West,T5,H4,small,60.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.63508333333333,0.56896311797538,0,No,,,Unknown,0,0.0,0,33,0.0,0,41,1.0,1
C2S104,2019-01-17,1,1,West,T5,H4,small,60.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,4.04775,5.33699103162328,0,No,,,Unknown,0,0.0,0,34,0.0,0,42,1.0,1
C2S104,2019-02-14,1,1,West,T5,H4,small,61.0,No,,,Unknown,0.0,0.0,1,0.0,,,Unknown,No,No,0.0,354,5.0149375,3.61000294951525,0,No,,,Unknown,0,0.0,0,62,0.0,0,70,1.0,1
C2S104,2019-03-12,3,1,West,T5,H4,small,62.0,No,,,Unknown,0.0,0.0,0,0.0,,,Unknown,No,No,0.0,354,1.47541666666667,8.72740307898971,0,No,,,Unknown,0,0.0,0,88,0.0,0,96,1.0,1
